Date,Custom Series
2023-01-01,1.0000000000000002
2023-01-08,-1.2246467991473532e-16
2023-01-15,-0.9999999999999997
2023-01-22,-7.347880794884119e-16
2023-01-29,1.0000000000000007
2023-02-05,-3.6739403974420594e-16
2023-02-12,-0.9999999999999991
2023-02-19,-1.4695761589768238e-15
2023-02-26,1.000000000000001
2023-03-05,-6.123233995736766e-16
2023-03-12,-0.9999999999999951
2023-03-19,-2.204364238465236e-15
2023-03-26,0.999999999999998
2023-04-02,2.6954609193973537e-15
2023-04-09,-1.0000000000000089
2023-04-16,1.8377129754849356e-14
2023-04-23,0.9999999999999843
2023-04-30,9.555958917168885e-15
2023-05-07,-1.0000000000000226
2023-05-14,3.895862374816395e-14
2023-05-21,0.9999999999999706
2023-05-28,1.6416456914940415e-14
2023-06-04,-1.0000000000000362
2023-06-11,5.954011774147854e-14
2023-06-18,0.9999999999999569
2023-06-25,2.3276954912711946e-14
2023-07-02,-1.00000000000005
2023-07-09,8.012161173479313e-14
2023-07-16,0.9999999999999432
2023-07-23,3.013745291048348e-14
2023-07-30,-1.0000000000000637
2023-08-06,1.0070310572810774e-13
2023-08-13,0.9999999999999294
2023-08-20,3.699795090825501e-14
2023-08-27,-1.0000000000000775
2023-09-03,1.2128459972142234e-13
2023-09-10,0.9999999999999157
2023-09-17,4.385844890602654e-14
2023-09-24,-1.000000000000091
2023-10-01,1.418660937147369e-13
2023-10-08,0.999999999999902
2023-10-15,4.361351954619707e-14
2023-10-22,-1.0000000000000764
2023-10-29,9.849874148964248e-14
2023-11-05,0.9999999999999452
2023-11-12,2.2052308113564595e-14
2023-11-19,-1.0000000000000333
2023-11-26,3.381510719174507e-14
2023-12-03,0.9999999999999882
2023-12-10,4.91096680932118e-16
2023-12-17,-0.9999999999999902
2023-12-24,-3.086852710615236e-14
2023-12-31,1.0000000000000313
2024-01-07,-2.1070114751700357e-14
2024-01-14,-0.999999999999947
2024-01-21,-9.55521614040498e-14
2024-01-28,1.0000000000000744
2024-02-04,-4.2631326184332836e-14
2024-02-11,-0.999999999999904
2024-02-18,-1.6023579570194723e-13
2024-02-25,1.0000000000001177
2024-03-03,-6.41925376169653e-14
2024-03-10,-0.9999999999998609
2024-03-17,-2.2491942999984463e-13
2024-03-24,1.0000000000001608
2024-03-31,-8.575374904959778e-14
2024-04-07,-0.9999999999998177
2024-04-14,-2.8960306429774206e-13
2024-04-21,1.0000000000002038
2024-04-28,-1.0731496048223026e-13
2024-05-05,-0.9999999999997746
2024-05-12,-3.542866985956395e-13
2024-05-19,1.000000000000247
2024-05-26,-1.2887617191486273e-13
2024-06-02,-0.9999999999997314
2024-06-09,-4.189703328935369e-13
2024-06-16,1.00000000000029
2024-06-23,-1.504373833474952e-13
2024-06-30,-0.9999999999996884
2024-07-07,-4.836539671914343e-13
2024-07-14,1.0000000000003333
2024-07-21,-1.5778774006492568e-13
2024-07-28,-0.9999999999996736
2024-08-04,-5.057050373437257e-13
2024-08-11,1.000000000000348
2024-08-18,-1.7934895149755816e-13
2024-08-25,-0.9999999999996305
2024-09-01,-5.703886716416232e-13
2024-09-08,1.000000000000391
2024-09-15,-2.0091016293019063e-13
2024-09-22,-0.9999999999995874
2024-09-29,-6.350723059395207e-13
2024-10-06,1.000000000000434
2024-10-13,-2.224713743628231e-13
2024-10-20,-0.9999999999995443
2024-10-27,-6.99755940237418e-13
2024-11-03,1.0000000000004772
2024-11-10,-2.440325857954556e-13
2024-11-17,-0.9999999999995012
2024-11-24,-7.644395745353154e-13
2024-12-01,1.0000000000005205
2024-12-08,-2.655937972280881e-13
2024-12-15,-0.999999999999458
2024-12-22,-8.291232088332129e-13
2024-12-29,1.0000000000005635
2025-01-05,-2.8715500866072056e-13
2025-01-12,-0.9999999999994149
2025-01-19,-8.938068431311104e-13
2025-01-26,1.0000000000006066
2025-02-02,-3.0871622009335304e-13
2025-02-09,-0.9999999999993718
2025-02-16,-9.584904774290078e-13
2025-02-23,1.0000000000006497
2025-03-02,-3.302774315259855e-13
2025-03-09,-0.9999999999993286
2025-03-16,-1.0231741117269051e-12
2025-03-23,1.000000000000693
2025-03-30,-3.51838642958618e-13
2025-04-06,-0.9999999999992856
2025-04-13,-1.0878577460248027e-12
2025-04-20,0.5765805889663287
2025-04-27,0.7411809548974424
2025-05-04,0.3244233488215574
2025-05-11,-0.4999999999998407
2025-05-18,-1.315868210195161
2025-05-25,-1.7071067811865754
2025-06-01,-1.5004601214779485
2025-06-08,-0.8660254037846619
2025-06-15,-0.21677275132490048
2025-06-22,0.03407417371092081
2025-06-29,-0.28433808018711937
2025-07-06,-0.9999999999997864
2025-07-13,-1.6985516425601992
2025-07-20,-1.9659258262890567
2025-07-27,-1.6309863136979734
2025-08-03,-0.8660254037846398
2025-08-10,-0.08624655910481938
2025-08-17,0.2928932188134865
2025-08-24,0.09834535217802998
2025-08-31,-0.49999999999972183
2025-09-07,-1.0897902135514226
2025-09-14,-1.2588190451024714
2025-09-21,-0.8376329734067198
2025-09-28,-1.9343734153284543e-13
2025-10-05,0.8376329734064761
2025-10-12,1.258819045102573
2025-10-19,1.0897902135518676
2025-10-26,0.5000000000003049
2025-11-02,-0.09834535217759877
2025-11-09,-0.29289321881341224
2025-11-16,0.08624655910453549
2025-11-23,0.8660254037842003
2025-11-30,1.6309863136976657
2025-12-07,1.9659258262890837
2025-12-14,1.698551642560561
2025-12-21,1.0000000000002784
2025-12-28,0.28433808018745343
2026-01-04,-0.03407417371094801
2026-01-11,0.21677275132451235
2026-01-18,0.8660254037841174
2026-01-25,1.5004601214775368
2026-02-01,1.707106781186501
2026-02-08,1.3158682101954255
2026-02-15,0.5000000000002417
2026-02-22,-0.3244233488213066
2026-03-01,-0.7411809548975457
2026-03-08,-0.5765805889667825
2026-03-15,-3.808739137498688e-13
2026-03-22,0.5765805889662041
2026-03-29,0.74118095489741
2026-04-05,0.3244233488216163
2026-04-12,-0.49999999999974193
2026-04-19,-1.3158682101950976
2026-04-26,-1.7071067811866003
2026-05-03,-1.5004601214780615
2026-05-10,-0.866025403784809
2026-05-17,-0.2167727513250055
2026-05-24,0.03407417371091159
2026-05-31,-0.28433808018703244
2026-06-07,-0.9999999999996569
2026-06-14,-1.698551642560103
