Date,Custom Series
2023-01-31,2.4762893286021486
2023-02-28,1.6970828904921085
2023-03-31,1.372173478191788
2023-04-30,0.5297249300993478
2023-05-31,0.21316819477468357
2023-06-30,-0.039325163678188266
2023-07-31,0.7055075347288481
2023-08-31,0.6914486855426837
2023-09-30,1.1228092937015557
2023-10-31,1.641829741054104
2023-11-30,1.9944280137561718
2023-12-31,1.725776533807085
2024-01-31,2.0663396733019863
2024-02-29,1.635775264242119
2024-03-31,0.6749007448743509
2024-04-30,0.212801673345331
2024-05-31,0.13893098477880303
2024-06-30,-0.17888113076694243
2024-07-31,0.0983509870930577
2024-08-31,0.6302204781400521
2024-09-30,0.8635365671209616
2024-10-31,1.3976033220025221
2024-11-30,1.834169120897353
2024-12-31,2.100972070073471
2025-01-31,2.406713866334661
2025-02-28,1.2763321626410233
2025-03-31,0.779325862337749
2025-04-30,0.739662252763756
2025-05-31,0.45378926567886313
2025-06-30,0.23871206082034913
2025-07-31,0.24334237146933724
2025-08-31,0.4760205997499755
2025-09-30,0.8523182529041615
2025-10-31,1.7000697042659771
2025-11-30,1.8872798927007848
2025-12-31,1.990038969468277
2026-01-31,1.411076511886367
2026-02-28,1.2547016085455913
2026-03-31,0.7567935157756347
2026-04-30,0.6136267490668629
2026-05-31,0.1659238640439234
2026-06-30,-0.23803984712855897
2026-07-31,-0.2374820962659272
2026-08-31,0.6430517370820485
2026-09-30,0.7903358196534724
2026-10-31,1.6682188513649134
2026-11-30,1.660144203990066
2026-12-31,1.9671929234826877
2027-01-31,2.2130781767087635
2027-02-28,1.6902157568259244
2027-03-31,1.442910709920855
2027-04-30,0.3969075554220244
2027-05-31,0.11339808707344079
2027-06-30,0.28450956605565975
2027-07-31,0.06668766297322337
2027-08-31,0.9814135597236656
2027-09-30,0.928018790762804
2027-10-31,1.6480678422087043
2027-11-30,2.221279857412748
2027-12-31,1.6622476464572307
2028-01-31,1.784671884533108
2028-02-29,1.7817204351457188
2028-03-31,1.0155396203971476
2028-04-30,0.5805207251220778
2028-05-31,0.08610629745569562
2028-06-30,0.309873595506591
2028-07-31,-0.04857384798845066
2028-08-31,0.4114064407878313
2028-09-30,1.1024062715793164
2028-10-31,1.5612794979477922
2028-11-30,-1.008867261575805
2028-12-31,1.1464177027194349
2029-01-31,-0.8556112581088644
2029-02-28,1.0468071209530923
2029-03-31,-1.2877291345716146
2029-04-30,0.9604944858309346
2029-05-31,-0.7836350589006896
2029-06-30,1.2560746644924408
2029-07-31,-1.0293221293897936
2029-08-31,1.0635192586740598
2029-09-30,-0.9889930889617335
2029-10-31,0.9894787479160676
