Date,Custom Series
2023-01-01,0.46676317588457394
2023-01-02,0.6585946931218059
2023-01-03,0.7487359436440523
2023-01-04,0.7521551049079774
2023-01-05,0.8967702801415673
2023-01-06,0.8805441331117476
2023-01-07,1.1824203289861095
2023-01-08,1.0759442522993183
2023-01-09,1.1327877257219012
2023-01-10,0.893239538020502
2023-01-11,0.99740231788354
2023-01-12,0.6449146916677992
2023-01-13,0.6851598058310007
2023-01-14,0.2740898763633903
2023-01-15,0.4630241915421375
2023-01-16,-0.07535077493623424
2023-01-17,0.013888635296688816
2023-01-18,-0.2815826892439138
2023-01-19,-0.2798707465427539
2023-01-20,-0.35201297162721856
2023-01-21,-0.3775621814829257
2023-01-22,-0.5910450853245672
2023-01-23,-0.09183497295988952
2023-01-24,-0.20968742733291806
2023-01-25,-0.3253169088043498
2023-01-26,0.0057747446693624666
2023-01-27,0.04829784301428103
2023-01-28,0.3925870275030687
2023-01-29,0.496851575328634
2023-01-30,0.773513967018475
2023-01-31,0.8150922002908227
2023-02-01,1.3792041580771668
2023-02-02,1.3295417761085409
2023-02-03,1.5705877645608985
2023-02-04,1.7176403499084154
2023-02-05,1.9781767210791261
2023-02-06,1.814164794593516
2023-02-07,2.0418654567773564
2023-02-08,1.6326872118236362
2023-02-09,2.1035037184423384
2023-02-10,1.8345757842502448
2023-02-11,1.4890911011715866
2023-02-12,1.4086908445207018
2023-02-13,1.3043281534159628
2023-02-14,0.9827605153593889
2023-02-15,0.7622839957740789
2023-02-16,0.33789395154659063
2023-02-17,0.7685212301792241
2023-02-18,0.447022203800266
2023-02-19,0.17531461168133713
2023-02-20,0.5947191326535848
2023-02-21,0.26349780713590715
2023-02-22,0.18138897339368965
2023-02-23,0.17181103407212467
2023-02-24,0.2975019750834008
2023-02-25,0.3910987108120288
2023-02-26,1.0133357104572265
2023-02-27,0.8557504348875031
2023-02-28,1.2291815903217962
2023-03-01,1.5278588884590936
2023-03-02,1.6848854773990214
2023-03-03,1.7680873104021964
2023-03-04,2.0471859196184696
2023-03-05,2.419333768027992
2023-03-06,2.2623716427403218
2023-03-07,2.2393586144453868
2023-03-08,2.282154489790802
2023-03-09,2.590203878033089
2023-03-10,2.3106923623692475
2023-03-11,2.456568793111382
2023-03-12,2.205875275647572
2023-03-13,1.7076972726946225
2023-03-14,2.052133570034371
2023-03-15,2.0682376459164495
2023-03-16,1.80159869845542
2023-03-17,1.2754833645571362
2023-03-18,1.5863150072896706
2023-03-19,0.952425598590964
2023-03-20,1.069434262035073
2023-03-21,0.5697556661328003
2023-03-22,0.9641621922151514
2023-03-23,0.6243336957827418
2023-03-24,0.6083397625124125
2023-03-25,0.7370850972625044
2023-03-26,0.8349213400800641
2023-03-27,1.0726715532401734
2023-03-28,1.3805204432774492
2023-03-29,1.6944213674849933
2023-03-30,1.4917488546466886
2023-03-31,1.8442008820861147
2023-04-01,1.9713662334178883
2023-04-02,2.1095172662226873
2023-04-03,2.39755008068591
2023-04-04,2.5981134434062874
2023-04-05,2.6693922539236583
2023-04-06,2.692293937407278
2023-04-07,3.0104051860507925
2023-04-08,3.032869654983161
2023-04-09,2.7330846363113315
2023-04-10,2.6860379843144475
2023-04-11,2.5018318667783275
2023-04-12,2.364465560919117
2023-04-13,2.3569439880604337
2023-04-14,1.908434831791075
2023-04-15,1.6668603941352798
2023-04-16,1.3611676526401844
2023-04-17,1.2349033948178385
2023-04-18,1.1797056332441118
2023-04-19,0.8807181281236424
2023-04-20,0.6420348541434873
2023-04-21,0.8905705683657952
2023-04-22,0.6575381478828235
2023-04-23,0.7380285244373898
2023-04-24,0.7849960841440602
2023-04-25,0.8359081918860123
2023-04-26,1.1050006139307331
2023-04-27,1.3721271085669025
2023-04-28,1.4957642903550266
2023-04-29,1.9599500713381413
2023-04-30,1.9683720530960735
2023-05-01,1.7196013564706127
2023-05-02,2.4092915389209453
2023-05-03,2.3382083637717854
2023-05-04,2.5516727469529976
2023-05-05,2.4110843936626787
2023-05-06,2.239863898188217
2023-05-07,2.670252408897985
2023-05-08,2.418682855504741
2023-05-09,2.547995620773055
2023-05-10,2.660069628122435
2023-05-11,2.4861119342074143
2023-05-12,2.02505492129849
2023-05-13,2.0463019680654617
2023-05-14,2.10932569109706
2023-05-15,1.6964942615054037
2023-05-16,1.4650365985259626
2023-05-17,1.1559163395978367
2023-05-18,0.9603832984665579
2023-05-19,0.7387475317201111
2023-05-20,0.6314718624884952
2023-05-21,0.7295561585134398
2023-05-22,0.3160789723396357
2023-05-23,0.9161641352639649
2023-05-24,0.46107250412269024
2023-05-25,0.7068118306421294
2023-05-26,0.4891890110271056
2023-05-27,0.844287908602783
2023-05-28,1.1576983063596205
2023-05-29,1.204160096145243
2023-05-30,1.5214227577362525
2023-05-31,1.4435038342421536
2023-06-01,2.1350321993934647
2023-06-02,1.8859555916326372
2023-06-03,2.2053654190531318
2023-06-04,2.235616159036599
2023-06-05,2.1065131273640594
2023-06-06,2.308115632130769
2023-06-07,2.2260832192993174
2023-06-08,2.387512476199082
2023-06-09,1.863643719184681
2023-06-10,2.174999340473853
2023-06-11,1.7509326851254554
2023-06-12,1.6151453591076257
2023-06-13,1.3626400946415016
2023-06-14,0.8923417909998763
2023-06-15,1.0756164901573495
2023-06-16,1.037288428615937
2023-06-17,0.2882674239448002
2023-06-18,0.15758793996104964
2023-06-19,0.21052155920157611
2023-06-20,0.027399095289822206
2023-06-21,0.08122719147255023
2023-06-22,0.17453423077592384
2023-06-23,0.07607941734199392
2023-06-24,-0.008479281863021632
2023-06-25,0.2606531694055782
2023-06-26,0.5461377883958991
2023-06-27,0.5942701075718454
2023-06-28,0.7710170463347874
2023-06-29,0.6790399714535378
2023-06-30,1.325750384144044
2023-07-01,1.251373264915236
2023-07-02,1.6124495372050838
2023-07-03,1.409381811450782
2023-07-04,1.777244356565113
2023-07-05,2.1153490002066238
2023-07-06,1.9250820363425776
2023-07-07,1.9673545017925784
2023-07-08,1.8043740126987262
2023-07-09,1.9689847877497504
2023-07-10,1.8149738199156085
2023-07-11,1.3746754693053658
2023-07-12,0.8317978763669309
2023-07-13,0.7335066166424478
2023-07-14,0.6227311708864157
2023-07-15,0.8033290554317543
2023-07-16,0.6231522713001235
2023-07-17,0.15766570040584704
2023-07-18,-0.3297119056768636
2023-07-19,-0.647865093106655
2023-07-20,-0.23338193470718377
2023-07-21,-0.3210994964388054
2023-07-22,-0.3368693314992187
2023-07-23,-0.560069525815498
2023-07-24,-0.1661060867375023
2023-07-25,-0.17390120090378033
2023-07-26,0.1208837044854218
2023-07-27,-0.045110218872595115
2023-07-28,0.394262086213723
2023-07-29,0.5837333233229978
2023-07-30,0.8920681539398433
2023-07-31,0.9311856453904644
2023-08-01,0.7432722672745962
2023-08-02,1.236847228541554
2023-08-03,1.2912778189643186
2023-08-04,1.7117950762547314
2023-08-05,0.9172084356942567
2023-08-06,1.3467465834195307
2023-08-07,1.3422205953118576
2023-08-08,0.7593282900580588
2023-08-09,0.9993917927720064
2023-08-10,0.6358243717149683
2023-08-11,0.6557820383016236
2023-08-12,0.28912307958248207
2023-08-13,0.5314455804004359
2023-08-14,0.12216907150981926
