date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2017-01-01 01:00:00,0.3481777081272621,0.19740816595638855,0.3209640768899136,0.052833664291597,0.7578327608324581,-0.12801927777065064,-0.03735780503021502
2017-01-01 02:00:00,0.33360439337954406,0.1626424670954239,0.2379653907114735,0.026621580298491238,0.743973212097671,-0.20464280990862774,-0.045412138933255713
2017-01-01 03:00:00,0.3046266306617691,0.2318307334506657,0.2576599686798086,-0.02549625909504074,0.7544547857204398,-0.10764596632045226,-0.08621105577620969
2017-01-01 04:00:00,0.39708905407409956,0.2489151227637078,0.33785749794927794,0.026557423162711563,0.7840200245062439,-0.0029422049164117836,-0.03325219092250886
2017-01-01 05:00:00,0.33358216369216837,0.19726974114770754,0.2478312658181689,-0.07239375027359908,0.8024860595607576,-0.024242543095066516,-0.053428432051714325
2017-01-01 06:00:00,0.40693006960310085,0.13608864942698334,0.23141141135905063,-0.13988589510299088,0.8550897976565128,-0.0029781374274468475,-0.03318479510584538
2017-01-01 07:00:00,0.41185906509498627,0.11830239287886338,0.20213476264989733,-0.06734020831847892,0.8473200847382851,-0.10771783134252239,0.034221041444202766
2017-01-01 08:00:00,0.1817130861701915,0.10934655225023153,0.14773605121742356,-0.08286833991974366,0.6871200689460194,-0.24153279399403546,-0.0331173992891817
2017-01-01 09:00:00,-0.03290833517260204,0.027423405160181234,-0.14397169186684478,-0.21253164477844996,0.5956736451140277,-0.0030320361939994434,-0.025038843136527433
2017-01-01 10:00:00,-0.09210298248148241,0.06416907158551352,-0.1600647967578197,-0.06743644402214842,0.5801303467471831,0.0866230761277556,-0.04112355897283418
2017-01-01 11:00:00,-0.05000596314518348,0.06413446538334328,-0.17861506583524392,-0.13494130690882344,0.6745496416741152,0.04114055573554343,0.07309532126997366
2017-01-01 12:00:00,-0.2877549424591747,-0.15914016243422982,-0.3584352207600695,-0.3055130401997498,0.5355119058179781,-0.02436830688368924,0.06546198252870736
2017-01-01 13:00:00,-0.26576346106996085,-0.029370361108675337,-0.33734554784154014,-0.26428858109401937,0.5236189483802715,-0.04606050723217342,0.21180878069103
2017-01-01 14:00:00,-0.21666020178112677,-0.010289951251077147,-0.31314690142944424,-0.20745259963998205,0.5114070635307818,-0.04607847348769095,0.3159828297680638
2017-01-01 15:00:00,-0.13334295388969156,-0.029439573513015828,-0.13859013670867631,-0.11945755997155363,0.4861934024917922,-0.1282708053478961,0.2553988337246668
2017-01-01 16:00:00,-0.07541093034533966,-0.1387874446792563,-0.06626186715915548,-0.3056413544713091,0.4795008721947383,-0.24167652403817572,0.15285321644586297
2017-01-01 17:00:00,0.036603597507987334,-0.22169054158441584,-0.020016293584508793,-0.3727093385575052,0.6007583026900654,-0.31158807034066743,0.13788430457697348
