date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,,,,,,,30.5310001373291
2016-07-01 01:00:00,,,,,,,27.78700065612793
2016-07-01 02:00:00,,,,,,,27.78700065612793
2016-07-01 03:00:00,,,,,,,25.04400062561035
2016-07-01 04:00:00,,,,,,,21.947999954223643
2016-07-01 05:00:00,,,,,,,21.173999786376957
2016-07-01 06:00:00,,,,,,,22.79199981689453
2016-07-01 07:00:00,,,,,,,23.143999099731445
2016-07-01 08:00:00,,,,,,,21.66699981689453
2016-07-01 09:00:00,,,,,,,17.445999145507812
2016-07-01 10:00:00,,,,,,,19.97900009155273
2016-07-01 11:00:00,,,,,,,20.11899948120117
2016-07-01 12:00:00,,,,,,,19.20499992370605
2016-07-01 13:00:00,,,,,,,18.57200050354004
2016-07-01 14:00:00,,,,,,,19.55599975585937
2016-07-01 15:00:00,,,,,,,17.305000305175778
2016-07-01 16:00:00,,,,,,,19.48600006103516
2016-07-01 17:00:00,,,,,,,19.13400077819824
2016-07-01 18:00:00,,,,,,,20.68199920654297
2016-07-01 19:00:00,,,,,,,18.71199989318848
2016-07-01 20:00:00,,,,,,,17.868000030517578
2016-07-01 21:00:00,,,,,,,18.009000778198242
2016-07-01 22:00:00,,,,,,,18.009000778198242
2016-07-01 23:00:00,,,,,,,19.76799964904785
2016-07-02 00:00:00,,,,,,,21.10400009155273
2016-07-02 01:00:00,,,,,,,19.69700050354004
2016-07-02 02:00:00,,,,,,,20.048999786376957
2016-07-02 03:00:00,,,,,,,20.75200080871582
2016-07-02 04:00:00,,,,,,,21.38500022888184
2016-07-02 05:00:00,,,,,,,22.229999542236328
2016-07-02 06:00:00,,,,,,,20.26000022888184
2016-07-02 07:00:00,,,,,,,21.10400009155273
2016-07-02 08:00:00,,,,,,,20.61199951171875
2016-07-02 09:00:00,,,,,,,18.36100006103516
2016-07-02 10:00:00,,,,,,,20.96299934387207
2016-07-02 11:00:00,,,,,,,19.41600036621093
2016-07-02 12:00:00,,,,,,,20.82299995422364
2016-07-02 13:00:00,,,,,,,20.190000534057614
2016-07-02 14:00:00,,,,,,,21.315000534057614
2016-07-02 15:00:00,,,,,,,22.018999099731445
2016-07-02 16:00:00,,,,,,,20.68199920654297
2016-07-02 17:00:00,,,,,,,25.465999603271484
2016-07-02 18:00:00,,,,,,,25.88800048828125
2016-07-02 19:00:00,,,,,,,27.85700035095215
2016-07-02 20:00:00,,,,,,,27.295000076293945
2016-07-02 21:00:00,,,,,,,22.229999542236328
2016-07-02 22:00:00,,,,,,,21.947999954223643
2016-07-02 23:00:00,,,,,,,27.295000076293945
2016-07-03 00:00:00,,,,,,,29.334999084472656
2016-07-03 01:00:00,,,,,,,26.02799987792969
2016-07-03 02:00:00,,,,,,,24.34000015258789
2016-07-03 03:00:00,,,,,,,26.45000076293945
2016-07-03 04:00:00,,,,,,,25.95800018310547
2016-07-03 05:00:00,,,,,,,24.05900001525879
2016-07-03 06:00:00,,,,,,,25.32500076293945
2016-07-03 07:00:00,,,,,,,23.636999130249023
2016-07-03 08:00:00,,,,,,,26.3799991607666
2016-07-03 09:00:00,,,,,,,27.364999771118164
2016-07-03 10:00:00,,,,,,,28.06800079345703
2016-07-03 11:00:00,,,,,,,29.47500038146973
2016-07-03 12:00:00,,,,,,,26.80200004577637
2016-07-03 13:00:00,,,,,,,29.968000411987305
2016-07-03 14:00:00,,,,,,,30.38999938964844
2016-07-03 15:00:00,,,,,,,31.16399955749512
2016-07-03 16:00:00,,,,,,,29.756999969482425
2016-07-03 17:00:00,,,,,,,32.28900146484375
2016-07-03 18:00:00,,,,,,,31.9379997253418
2016-07-03 19:00:00,,,,,,,28.56100082397461
2016-07-03 20:00:00,,,,,,,21.525999069213867
2016-07-03 21:00:00,,,,,,,22.229999542236328
2016-07-03 22:00:00,,,,,,,19.41600036621093
2016-07-03 23:00:00,,,,,,,18.57200050354004
2016-07-04 00:00:00,,,,,,,21.66699981689453
2016-07-04 01:00:00,,,,,,,25.535999298095703
2016-07-04 02:00:00,,,,,,,27.85700035095215
2016-07-04 03:00:00,,,,,,,27.92799949645996
2016-07-04 04:00:00,,,,,,,24.62100028991699
2016-07-04 05:00:00,,,,,,,23.847999572753903
2016-07-04 06:00:00,,,,,,,23.07399940490723
2016-07-04 07:00:00,,,,,,,22.51099967956543
2016-07-04 08:00:00,,,,,,,21.66699981689453
2016-07-04 09:00:00,,,,,,,25.395000457763672
2016-07-04 10:00:00,,,,,,,25.18400001525879
2016-07-04 11:00:00,,,,,,,29.54599952697754
2016-07-04 12:00:00,,,,,,,29.47500038146973
2016-07-04 13:00:00,,,,,,,29.263999938964844
2016-07-04 14:00:00,,,,,,,30.952999114990234
2016-07-04 15:00:00,,,,,,,31.72599983215332
2016-07-04 16:00:00,,,,,,,33.132999420166016
2016-07-04 17:00:00,,,,,,,28.982999801635746
2016-07-04 18:00:00,,,,,,,28.982999801635746
2016-07-04 19:00:00,,,,,,,31.72599983215332
2016-07-04 20:00:00,,,,,,,25.18400001525879
2016-07-04 21:00:00,,,,,,,30.5310001373291
2016-07-04 22:00:00,,,,,,,27.645999908447266
2016-07-04 23:00:00,,,,,,,25.465999603271484
2016-07-05 00:00:00,,,,,,,25.95800018310547
2016-07-05 01:00:00,,,,,,,25.95800018310547
2016-07-05 02:00:00,,,,,,,26.02799987792969
2016-07-05 03:00:00,,,,,,,28.913000106811523
2016-07-05 04:00:00,,,,,,,30.459999084472656
2016-07-05 05:00:00,,,,,,,31.375
2016-07-05 06:00:00,,,,,,,32.78200149536133
2016-07-05 07:00:00,,,,,,,31.72599983215332
2016-07-05 08:00:00,,,,,,,30.31999969482422
2016-07-05 09:00:00,,,,,,,30.459999084472656
2016-07-05 10:00:00,,,,,,,32.92200088500977
2016-07-05 11:00:00,,,,,,,31.093000411987305
2016-07-05 12:00:00,,,,,,,25.67700004577637
2016-07-05 13:00:00,,,,,,,27.15399932861328
2016-07-05 14:00:00,,,,,,,28.77199935913086
2016-07-05 15:00:00,,,,,,,30.60099983215332
2016-07-05 16:00:00,,,,,,,32.007999420166016
2016-07-05 17:00:00,,,,,,,33.132999420166016
2016-07-05 18:00:00,,,,,,,31.51499938964844
2016-07-05 19:00:00,,,,,,,31.02300071716309
2016-07-05 20:00:00,,,,,,,31.44499969482422
2016-07-05 21:00:00,,,,,,,31.72599983215332
2016-07-05 22:00:00,,,,,,,30.952999114990234
2016-07-05 23:00:00,,,,,,,30.459999084472656
2016-07-06 00:00:00,,,,,,,28.913000106811523
2016-07-06 01:00:00,,,,,,,30.38999938964844
2016-07-06 02:00:00,,,,,,,31.51499938964844
2016-07-06 03:00:00,,,,,,,31.233999252319336
2016-07-06 04:00:00,,,,,,,30.5310001373291
2016-07-06 05:00:00,,,,,,,30.108999252319336
2016-07-06 06:00:00,,,,,,,30.31999969482422
2016-07-06 07:00:00,,,,,,,29.61599922180176
2016-07-06 08:00:00,,,,,,,30.5310001373291
2016-07-06 09:00:00,,,,,,,32.99300003051758
2016-07-06 10:00:00,,,,,,,30.24900054931641
2016-07-06 11:00:00,,,,,,,30.24900054931641
2016-07-06 12:00:00,,,,,,,30.67099952697754
2016-07-06 13:00:00,,,,,,,31.586000442504893
2016-07-06 14:00:00,,,,,,,31.9379997253418
2016-07-06 15:00:00,,,,,,,28.982999801635746
2016-07-06 16:00:00,,,,,,,27.71699905395508
2016-07-06 17:00:00,,,,,,,30.67099952697754
2016-07-06 18:00:00,,,,,,,24.34000015258789
2016-07-06 19:00:00,,,,,,,29.68600082397461
2016-07-06 20:00:00,,,,,,,30.24900054931641
2016-07-06 21:00:00,,,,,,,29.968000411987305
2016-07-06 22:00:00,,,,,,,29.54599952697754
2016-07-06 23:00:00,,,,,,,28.49099922180176
2016-07-07 00:00:00,,,,,,,28.56100082397461
2016-07-07 01:00:00,,,,,,,28.77199935913086
