Month,Passengers
1980-01-01,0.05875629854328308
1980-02-01,0.25450056374493674
1980-03-01,0.495335532634568
1980-04-01,-0.0430575855013154
1980-05-01,-0.20590157430993444
1980-06-01,0.4862268760178728
1980-07-01,0.42105900530337825
1980-08-01,0.04900196266755752
1980-09-01,-0.29335511755125904
1980-10-01,-0.483929093414624
1980-11-01,-0.4792416586628805
1980-12-01,0.5438812794922119
1981-01-01,-0.05258383096003674
1981-02-01,0.4109241241074038
1981-03-01,0.5006785818682924
1981-04-01,-0.1264156261744686
1981-05-01,-0.2590021714619785
1981-06-01,0.7564914185492964
1981-07-01,0.5909529377375037
1981-08-01,0.04900196266755752
1981-09-01,-0.25303900279784525
1981-10-01,-0.6503716540694032
1981-11-01,-0.5635747692821648
1981-12-01,0.8681943458470789
1982-01-01,0.19115755627009645
1982-02-01,0.18696392032404893
1982-03-01,0.7549014490332818
1982-04-01,-0.31606359878064055
1982-05-01,0.27137428487910803
1982-06-01,0.1916952019042051
1982-07-01,0.5175147200066814
1982-08-01,0.04900196266755752
1982-09-01,-0.28094228922203196
1982-10-01,-0.47999436255063266
1982-11-01,-0.37651167160813465
1982-12-01,0.5751628596483902
1983-01-01,0.1718900070990103
1983-02-01,0.2625287092328893
1983-03-01,0.34158871674948843
1983-04-01,-0.22043575395665427
1983-05-01,0.09496701048147993
1983-06-01,0.78993610890717
1983-07-01,0.27923852674656535
1983-08-01,0.26900655614481983
1983-09-01,-0.5812753163235478
1983-10-01,-0.33229840898651186
1983-11-01,-0.3890372489247087
1983-12-01,0.5527049317242243
1984-01-01,0.0922892220319873
1984-02-01,0.04900196266755752
1984-03-01,0.842844615191882
1984-04-01,0.030637449367352902
1984-05-01,-0.06263519438760597
1984-06-01,0.30568756002839603
1984-07-01,0.4108541779763645
1984-08-01,0.1802793669353155
1984-09-01,-0.5525159727732075
1984-10-01,-0.4502035745604877
1984-11-01,-0.6215935190211718
1984-12-01,0.5132239946548628
1985-01-01,0.11183446778302084
1985-02-01,-0.29590971729235394
1985-03-01,1.0
1985-04-01,-0.10041445692571094
1985-05-01,0.17998496680168705
1985-06-01,0.5743360337411784
1985-07-01,0.6443416711905458
1985-08-01,-0.08583121059005303
1985-09-01,-0.49532091702509706
1985-10-01,-0.48571950557481103
1985-11-01,-0.46630058044849043
1985-12-01,0.5643045057836055
1986-01-01,0.2877876143149455
1986-02-01,-0.11508017705766901
1986-03-01,0.6424646093456383
1986-04-01,0.08182026976239194
1986-05-01,0.06532968639077963
1986-06-01,0.7342694283208753
1986-07-01,0.7041466572013195
1986-08-01,-0.16906919447112373
1986-09-01,-0.43100597152044096
1986-10-01,-0.5285401094082766
1986-11-01,-0.5848039420386687
1986-12-01,0.7467824779721886
1987-01-01,0.14347308639913142
1987-02-01,-0.061389735666263004
1987-03-01,0.6498538439052909
1987-04-01,-0.00800935399006139
1987-05-01,0.12016536518144234
1987-06-01,0.7857268133795465
1987-07-01,0.5071010982586546
1987-08-01,-0.04179229130997619
1987-09-01,-0.5567795548502944
1987-10-01,-0.62172505950641
1987-11-01,-0.4900906167787197
1987-12-01,0.5880945421138347
1988-01-01,0.1788992358124191
1988-02-01,-0.1545078715496722
1988-03-01,0.8061656992525159
1988-04-01,-0.05449534388441141
1988-05-01,0.13967511588090364
1988-06-01,0.8459097172923539
1988-07-01,0.5040109408276611
1988-08-01,0.06925710945003549
1988-09-01,-0.6288470372071658
1988-10-01,-0.6490771286591223
1988-11-01,-0.5326053367854011
1988-12-01,0.484488662462939
1989-01-01,0.10261201820687352
1989-02-01,-0.2529794963878565
1989-03-01,0.6363782519731073
1989-04-01,-0.13079926504363804
1989-05-01,0.2414122854637324
1989-06-01,0.8858458261995239
1989-07-01,0.6199377792625381
1989-08-01,0.1828099553179939
1989-09-01,-1.0
1989-10-01,-0.4942059548168872
1989-11-01,-0.6147012151835303
1989-12-01,0.42516599156470536
1990-01-01,0.34924207625172254
1990-02-01,-0.1844823986303086
1990-03-01,0.8358854971395164
1990-04-01,-0.06646761598530088
1990-05-01,0.32202989936108906
1990-06-01,0.5967135758132542
1990-07-01,0.7615045725978201
1990-08-01,0.14486992107570884
1990-09-01,-0.8502672568588967
1990-10-01,-0.5539608301666179
1990-11-01,-0.4904935900112749
1990-12-01,0.56565540568756
